age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
73,retired,0,high.school,0,0,1,cellular,dec,tue,63,3,6,2,1,-3,92.713,-33,0.707,5023.5,1
39,admin.,1,high.school,0,1,0,cellular,dec,wed,110,3,999,1,0,-3,92.713,-33,0.7,5023.5,0
59,management,1,university.degree,0,0,0,cellular,dec,thu,112,4,999,1,0,-3,92.713,-33,0.7,5023.5,0
59,management,1,university.degree,0,1,0,cellular,dec,thu,646,3,6,1,1,-3,92.713,-33,0.7,5023.5,0
39,admin.,0,university.degree,0,1,0,telephone,mar,mon,229,1,999,1,0,-1.8,93.369,-34.8,0.655,5008.7,1
78,retired,0,professional.course,0,1,0,cellular,mar,tue,591,1,999,1,0,-1.8,93.369,-34.8,0.655,5008.7,1
66,retired,1,basic.4y,0,1,0,cellular,mar,tue,229,1,6,1,1,-1.8,93.369,-34.8,0.655,5008.7,1
66,retired,1,professional.course,0,0,1,cellular,mar,tue,525,1,21,2,0,-1.8,93.369,-34.8,0.655,5008.7,1
30,technician,1,professional.course,0,1,0,cellular,mar,tue,105,1,999,1,0,-1.8,93.369,-34.8,0.655,5008.7,0
66,retired,1,professional.course,0,0,0,cellular,mar,tue,177,1,999,1,0,-1.8,93.369,-34.8,0.655,5008.7,1
19,student,0,basic.6y,0,1,0,cellular,mar,tue,313,1,5,2,1,-1.8,93.369,-34.8,0.655,5008.7,1
31,admin.,0,professional.course,0,1,0,cellular,mar,tue,292,2,999,1,0,-1.8,93.369,-34.8,0.655,5008.7,1
30,technician,1,professional.course,0,1,0,cellular,mar,tue,263,2,6,2,1,-1.8,93.369,-34.8,0.655,5008.7,1
33,admin.,1,university.degree,0,1,0,cellular,mar,wed,235,3,4,1,1,-1.8,93.369,-34.8,0.655,5008.7,1
21,student,0,basic.9y,0,0,0,cellular,mar,wed,363,1,6,1,1,-1.8,93.369,-34.8,0.655,5008.7,1
38,blue-collar,0,high.school,0,0,0,cellular,mar,wed,141,1,999,1,0,-1.8,93.369,-34.8,0.655,5008.7,1
24,admin.,0,university.degree,0,1,0,cellular,mar,wed,145,2,999,1,0,-1.8,93.369,-34.8,0.655,5008.7,1
38,blue-collar,0,high.school,0,1,0,cellular,mar,wed,355,1,13,2,0,-1.8,93.369,-34.8,0.655,5008.7,1
37,admin.,0,high.school,0,0,0,cellular,mar,wed,153,2,4,2,1,-1.8,93.369,-34.8,0.655,5008.7,1
21,student,0,basic.9y,0,1,0,cellular,mar,wed,136,2,999,1,0,-1.8,93.369,-34.8,0.655,5008.7,1
34,technician,0,university.degree,0,1,1,cellular,mar,thu,221,3,3,2,1,-1.8,93.369,-34.8,0.654,5008.7,1
37,admin.,0,university.degree,0,1,0,cellular,mar,thu,194,2,999,1,0,-1.8,93.369,-34.8,0.654,5008.7,0
34,admin.,1,professional.course,0,0,1,telephone,mar,thu,364,2,999,1,0,-1.8,93.369,-34.8,0.654,5008.7,0
34,technician,0,university.degree,0,0,0,cellular,mar,thu,251,1,999,2,0,-1.8,93.369,-34.8,0.654,5008.7,1
36,management,1,university.degree,0,0,0,cellular,mar,thu,148,1,999,2,0,-1.8,93.369,-34.8,0.654,5008.7,1
53,admin.,0,university.degree,0,1,1,cellular,mar,thu,431,1,999,1,0,-1.8,93.369,-34.8,0.654,5008.7,0
25,blue-collar,0,basic.9y,0,0,0,cellular,mar,thu,456,2,10,2,1,-1.8,93.369,-34.8,0.654,5008.7,1
66,retired,0,basic.4y,0,1,0,cellular,mar,thu,141,4,999,2,0,-1.8,93.369,-34.8,0.654,5008.7,0
53,admin.,0,university.degree,0,1,0,telephone,mar,thu,262,1,999,2,0,-1.8,93.369,-34.8,0.654,5008.7,0
34,admin.,1,professional.course,0,1,0,cellular,mar,thu,562,3,999,1,0,-1.8,93.369,-34.8,0.654,5008.7,1
25,student,0,university.degree,0,1,0,telephone,mar,fri,252,3,999,1,0,-1.8,93.369,-34.8,0.653,5008.7,0
64,retired,1,university.degree,0,0,0,cellular,mar,fri,158,1,3,2,1,-1.8,93.369,-34.8,0.653,5008.7,0
28,unemployed,1,high.school,0,0,0,telephone,mar,fri,341,4,6,1,1,-1.8,93.369,-34.8,0.653,5008.7,1
72,retired,1,professional.course,0,0,0,cellular,mar,fri,87,1,3,1,1,-1.8,93.369,-34.8,0.653,5008.7,1
85,retired,0,professional.course,0,0,0,cellular,mar,fri,116,7,7,2,1,-1.8,93.369,-34.8,0.653,5008.7,0
38,technician,0,high.school,0,0,0,cellular,mar,fri,154,3,17,3,0,-1.8,93.369,-34.8,0.653,5008.7,0
34,technician,0,professional.course,0,0,0,telephone,mar,fri,257,1,999,1,0,-1.8,93.369,-34.8,0.653,5008.7,1
22,student,0,basic.9y,0,0,0,cellular,mar,fri,84,1,999,1,0,-1.8,93.369,-34.8,0.653,5008.7,0
41,admin.,0,university.degree,0,1,0,cellular,mar,fri,498,2,6,3,1,-1.8,93.369,-34.8,0.653,5008.7,1
43,self-employed,1,university.degree,0,1,0,cellular,mar,mon,264,2,9,1,1,-1.8,93.369,-34.8,0.652,5008.7,1
29,management,0,university.degree,0,1,0,cellular,mar,mon,154,2,999,1,0,-1.8,93.369,-34.8,0.652,5008.7,0
27,services,0,university.degree,0,1,0,cellular,mar,mon,104,1,6,1,1,-1.8,93.369,-34.8,0.652,5008.7,1
27,services,0,university.degree,0,0,0,cellular,mar,mon,139,6,999,1,0,-1.8,93.369,-34.8,0.652,5008.7,0
64,retired,1,university.degree,0,0,0,cellular,mar,tue,139,2,6,1,1,-1.8,93.369,-34.8,0.652,5008.7,1
34,admin.,0,university.degree,0,0,0,telephone,mar,tue,225,1,3,1,1,-1.8,93.369,-34.8,0.652,5008.7,1
42,blue-collar,1,basic.6y,0,1,1,cellular,mar,tue,185,1,7,3,0,-1.8,93.369,-34.8,0.652,5008.7,1
34,admin.,0,high.school,0,0,0,cellular,mar,tue,469,1,6,2,1,-1.8,93.369,-34.8,0.652,5008.7,1
34,admin.,0,university.degree,0,1,0,cellular,mar,tue,568,1,6,3,1,-1.8,93.369,-34.8,0.652,5008.7,1
34,admin.,0,university.degree,0,0,0,cellular,mar,tue,241,1,6,1,1,-1.8,93.369,-34.8,0.652,5008.7,1
34,admin.,0,university.degree,0,1,1,cellular,mar,tue,301,1,3,2,1,-1.8,93.369,-34.8,0.652,5008.7,1
55,unemployed,0,university.degree,0,0,0,cellular,mar,tue,212,3,6,3,1,-1.8,93.369,-34.8,0.652,5008.7,1
34,admin.,0,university.degree,0,0,1,cellular,mar,tue,305,1,11,1,1,-1.8,93.369,-34.8,0.652,5008.7,1
34,admin.,0,university.degree,0,0,1,cellular,mar,tue,288,2,3,1,1,-1.8,93.369,-34.8,0.652,5008.7,1
64,retired,1,university.degree,0,0,0,cellular,mar,tue,700,2,5,1,1,-1.8,93.369,-34.8,0.652,5008.7,1
26,admin.,0,high.school,0,0,0,cellular,mar,tue,273,2,6,1,1,-1.8,93.369,-34.8,0.652,5008.7,1
38,blue-collar,0,high.school,0,0,0,telephone,mar,tue,450,3,6,2,1,-1.8,93.369,-34.8,0.652,5008.7,1
29,blue-collar,0,professional.course,0,0,1,cellular,mar,tue,207,2,999,1,0,-1.8,93.369,-34.8,0.652,5008.7,1
25,unemployed,1,high.school,0,1,0,cellular,mar,wed,436,2,6,1,1,-1.8,93.369,-34.8,0.651,5008.7,1
35,technician,1,university.degree,0,1,1,cellular,mar,wed,138,1,999,1,0,-1.8,93.369,-34.8,0.651,5008.7,0
28,self-employed,0,university.degree,0,1,1,cellular,mar,wed,217,1,999,1,0,-1.8,93.369,-34.8,0.651,5008.7,0
28,self-employed,0,university.degree,0,1,0,telephone,mar,wed,152,1,999,1,0,-1.8,93.369,-34.8,0.651,5008.7,0
55,admin.,1,high.school,0,1,0,cellular,mar,wed,106,2,999,1,0,-1.8,93.369,-34.8,0.651,5008.7,1
28,admin.,0,university.degree,0,1,0,cellular,mar,thu,257,4,999,2,0,-1.8,93.369,-34.8,0.65,5008.7,1
33,admin.,1,university.degree,0,0,1,telephone,mar,thu,78,2,999,1,0,-1.8,93.369,-34.8,0.65,5008.7,0
27,technician,0,university.degree,0,1,0,cellular,mar,thu,129,4,999,1,0,-1.8,93.369,-34.8,0.65,5008.7,0
39,admin.,0,university.degree,0,1,0,cellular,mar,thu,93,1,13,1,1,-1.8,93.369,-34.8,0.65,5008.7,0
46,admin.,1,university.degree,0,0,0,telephone,mar,thu,184,1,3,1,1,-1.8,93.369,-34.8,0.65,5008.7,0
53,admin.,0,university.degree,0,1,0,cellular,mar,thu,228,1,999,1,0,-1.8,93.369,-34.8,0.65,5008.7,0
35,technician,1,professional.course,0,0,0,telephone,mar,thu,282,2,6,1,1,-1.8,93.369,-34.8,0.65,5008.7,0
33,admin.,1,university.degree,0,1,0,cellular,mar,thu,117,1,3,1,1,-1.8,93.369,-34.8,0.65,5008.7,0
31,self-employed,1,professional.course,0,1,0,cellular,mar,thu,171,4,999,3,0,-1.8,93.369,-34.8,0.65,5008.7,1
28,services,0,professional.course,0,1,0,cellular,mar,fri,169,3,999,1,0,-1.8,93.369,-34.8,0.649,5008.7,0
61,self-employed,0,university.degree,0,0,0,cellular,mar,fri,102,2,999,1,0,-1.8,93.369,-34.8,0.649,5008.7,0
33,admin.,1,university.degree,0,0,0,cellular,mar,fri,121,2,999,1,0,-1.8,93.369,-34.8,0.649,5008.7,0
23,student,0,high.school,0,0,0,telephone,mar,fri,290,1,3,1,1,-1.8,93.369,-34.8,0.649,5008.7,1
38,housemaid,0,high.school,0,1,0,cellular,mar,fri,422,1,10,1,1,-1.8,93.369,-34.8,0.649,5008.7,1
33,admin.,1,university.degree,0,0,0,cellular,mar,fri,119,2,999,3,0,-1.8,93.369,-34.8,0.649,5008.7,0
26,student,0,high.school,0,0,0,cellular,mar,fri,215,1,6,3,1,-1.8,93.369,-34.8,0.649,5008.7,1
27,services,0,university.degree,0,1,0,cellular,mar,fri,229,3,999,1,0,-1.8,93.369,-34.8,0.649,5008.7,1
80,retired,1,basic.4y,0,0,0,cellular,mar,fri,213,3,6,4,1,-1.8,93.369,-34.8,0.649,5008.7,1
58,retired,1,university.degree,0,1,0,cellular,mar,mon,144,2,999,1,0,-1.8,93.369,-34.8,0.646,5008.7,0
73,retired,1,basic.4y,0,1,0,cellular,mar,mon,209,2,999,1,0,-1.8,93.369,-34.8,0.646,5008.7,0
48,unemployed,1,university.degree,0,0,1,cellular,mar,mon,151,1,999,1,0,-1.8,93.369,-34.8,0.646,5008.7,0
53,technician,1,professional.course,0,1,0,telephone,mar,mon,247,5,999,2,0,-1.8,93.369,-34.8,0.646,5008.7,0
53,technician,1,professional.course,0,1,1,cellular,mar,mon,109,1,999,1,0,-1.8,93.369,-34.8,0.646,5008.7,0
33,admin.,0,university.degree,0,0,0,cellular,mar,mon,427,1,6,2,1,-1.8,93.369,-34.8,0.646,5008.7,1
58,admin.,1,university.degree,0,1,0,cellular,mar,mon,549,5,999,2,0,-1.8,93.369,-34.8,0.646,5008.7,0
34,technician,1,professional.course,0,0,0,telephone,mar,mon,300,6,6,1,1,-1.8,93.369,-34.8,0.646,5008.7,1
29,admin.,0,university.degree,0,1,0,cellular,mar,mon,361,1,3,3,1,-1.8,93.369,-34.8,0.646,5008.7,1
34,technician,1,professional.course,0,1,0,telephone,mar,mon,129,1,6,1,1,-1.8,93.369,-34.8,0.646,5008.7,0
31,unemployed,0,university.degree,0,1,0,cellular,mar,tue,180,1,10,1,1,-1.8,93.369,-34.8,0.646,5008.7,1
48,unemployed,1,university.degree,0,1,0,cellular,mar,tue,279,1,999,2,0,-1.8,93.369,-34.8,0.646,5008.7,1
52,admin.,1,university.degree,0,1,0,telephone,mar,tue,294,1,999,1,0,-1.8,93.369,-34.8,0.646,5008.7,0
46,unemployed,0,university.degree,0,0,0,cellular,mar,tue,263,1,10,2,1,-1.8,93.369,-34.8,0.646,5008.7,1
31,admin.,0,university.degree,0,1,0,telephone,mar,tue,295,1,3,2,1,-1.8,93.369,-34.8,0.646,5008.7,1
27,services,0,high.school,0,1,1,cellular,mar,tue,384,1,9,2,0,-1.8,93.369,-34.8,0.646,5008.7,0
52,admin.,1,university.degree,0,0,0,cellular,mar,tue,231,1,6,2,1,-1.8,93.369,-34.8,0.646,5008.7,1
33,self-employed,1,university.degree,0,1,0,cellular,mar,wed,184,1,11,1,1,-1.8,93.369,-34.8,0.644,5008.7,0
37,technician,1,professional.course,0,1,1,cellular,mar,wed,395,1,9,1,1,-1.8,93.369,-34.8,0.644,5008.7,0
56,retired,1,basic.4y,0,0,0,cellular,mar,wed,181,2,9,2,0,-1.8,93.369,-34.8,0.644,5008.7,0
28,admin.,0,university.degree,0,1,0,cellular,mar,thu,370,1,9,1,1,-1.8,93.369,-34.8,0.643,5008.7,0
34,admin.,0,university.degree,0,1,0,cellular,mar,thu,910,2,6,3,1,-1.8,93.369,-34.8,0.643,5008.7,1
29,technician,0,professional.course,0,1,1,cellular,mar,thu,467,2,13,1,1,-1.8,93.369,-34.8,0.643,5008.7,1
39,admin.,0,professional.course,0,0,0,cellular,mar,thu,593,4,999,1,0,-1.8,93.369,-34.8,0.643,5008.7,1
75,retired,1,basic.9y,0,0,0,cellular,mar,mon,293,2,999,1,0,-1.8,93.369,-34.8,0.639,5008.7,1
39,technician,0,high.school,0,0,0,cellular,mar,mon,222,1,12,2,1,-1.8,93.369,-34.8,0.639,5008.7,1
39,technician,0,high.school,0,0,0,cellular,mar,mon,174,1,3,1,1,-1.8,93.369,-34.8,0.639,5008.7,1
36,blue-collar,0,high.school,0,0,0,cellular,mar,mon,96,2,999,1,0,-1.8,93.369,-34.8,0.639,5008.7,0
37,blue-collar,1,basic.9y,0,1,0,cellular,mar,tue,158,1,999,1,0,-1.8,93.369,-34.8,0.637,5008.7,0
41,technician,0,university.degree,0,0,0,cellular,mar,thu,187,1,6,1,1,-1.8,93.369,-34.8,0.635,5008.7,1
66,housemaid,0,basic.4y,0,1,0,cellular,mar,thu,201,1,3,2,1,-1.8,93.369,-34.8,0.635,5008.7,1
33,services,0,high.school,0,1,0,cellular,mar,fri,128,2,6,1,1,-1.8,93.369,-34.8,0.636,5008.7,0
26,admin.,0,university.degree,0,0,0,cellular,mar,fri,81,1,7,4,0,-1.8,93.369,-34.8,0.636,5008.7,0
28,admin.,0,university.degree,0,0,0,cellular,mar,fri,157,2,999,1,0,-1.8,93.369,-34.8,0.636,5008.7,0
51,admin.,1,university.degree,0,1,1,cellular,mar,fri,201,3,999,1,0,-1.8,93.369,-34.8,0.636,5008.7,0
58,services,1,high.school,0,0,0,cellular,mar,mon,92,2,3,1,1,-1.8,93.369,-34.8,0.635,5008.7,1
58,services,1,high.school,0,0,0,cellular,mar,mon,198,2,999,2,0,-1.8,93.369,-34.8,0.635,5008.7,0
58,services,1,high.school,0,1,0,cellular,mar,mon,88,3,999,2,0,-1.8,93.369,-34.8,0.635,5008.7,0
58,services,1,high.school,0,1,0,cellular,mar,mon,164,5,999,1,0,-1.8,93.369,-34.8,0.635,5008.7,0
58,services,1,high.school,0,0,0,cellular,mar,mon,135,1,999,2,0,-1.8,93.369,-34.8,0.635,5008.7,0
36,admin.,0,university.degree,0,1,0,cellular,mar,mon,231,2,999,4,0,-1.8,93.369,-34.8,0.635,5008.7,0
35,blue-collar,1,basic.4y,0,0,0,telephone,mar,mon,433,3,999,1,0,-1.8,93.369,-34.8,0.635,5008.7,1
49,technician,0,professional.course,0,1,0,cellular,mar,tue,361,2,999,1,0,-1.8,93.369,-34.8,0.635,5008.7,0
68,retired,0,basic.4y,0,1,0,cellular,mar,tue,277,2,11,1,1,-1.8,93.369,-34.8,0.635,5008.7,1
27,admin.,0,university.degree,0,1,0,cellular,mar,tue,359,1,999,1,0,-1.8,93.369,-34.8,0.635,5008.7,1
27,admin.,0,university.degree,0,1,0,cellular,mar,tue,371,1,999,2,0,-1.8,93.369,-34.8,0.635,5008.7,0
49,technician,0,professional.course,0,1,0,cellular,mar,tue,236,4,3,1,1,-1.8,93.369,-34.8,0.635,5008.7,1
56,unemployed,0,basic.4y,0,1,0,cellular,mar,wed,170,1,999,1,0,-1.8,93.369,-34.8,0.634,5008.7,1
56,admin.,0,university.degree,0,0,0,cellular,mar,wed,193,1,5,1,1,-1.8,93.369,-34.8,0.634,5008.7,1
56,admin.,0,university.degree,0,1,0,cellular,mar,wed,175,1,999,1,0,-1.8,93.369,-34.8,0.634,5008.7,1
56,admin.,0,university.degree,0,1,0,cellular,mar,wed,382,1,999,1,0,-1.8,93.369,-34.8,0.634,5008.7,0
27,admin.,0,university.degree,0,1,0,cellular,mar,wed,210,1,6,2,1,-1.8,93.369,-34.8,0.634,5008.7,1
60,housemaid,1,basic.4y,0,1,1,cellular,apr,thu,149,1,12,1,1,-1.8,93.749,-34.6,0.635,5008.7,1
56,admin.,0,university.degree,0,0,1,cellular,apr,thu,158,1,999,1,0,-1.8,93.749,-34.6,0.635,5008.7,0
33,admin.,0,university.degree,0,1,0,cellular,apr,thu,280,1,7,2,1,-1.8,93.749,-34.6,0.635,5008.7,1
35,admin.,0,high.school,0,1,0,telephone,apr,thu,216,3,999,1,0,-1.8,93.749,-34.6,0.635,5008.7,1
84,retired,0,basic.4y,0,0,0,cellular,apr,thu,220,2,999,2,0,-1.8,93.749,-34.6,0.635,5008.7,0
27,technician,0,professional.course,0,0,0,cellular,apr,tue,127,3,999,1,0,-1.8,93.749,-34.6,0.638,5008.7,0
46,technician,1,professional.course,0,0,1,cellular,apr,tue,189,1,5,2,1,-1.8,93.749,-34.6,0.638,5008.7,1
27,admin.,0,university.degree,0,0,0,cellular,apr,tue,317,1,12,1,1,-1.8,93.749,-34.6,0.638,5008.7,1
61,admin.,1,high.school,0,1,0,cellular,apr,tue,196,1,999,1,0,-1.8,93.749,-34.6,0.638,5008.7,1
76,retired,1,basic.4y,0,0,0,cellular,apr,tue,122,4,999,1,0,-1.8,93.749,-34.6,0.638,5008.7,0
39,technician,1,professional.course,0,0,0,cellular,apr,thu,208,3,999,1,0,-1.8,93.749,-34.6,0.64,5008.7,0
37,management,0,university.degree,0,0,0,cellular,apr,mon,161,1,999,1,0,-1.8,93.749,-34.6,0.642,5008.7,0
35,admin.,1,university.degree,0,1,0,cellular,apr,mon,337,1,999,2,0,-1.8,93.749,-34.6,0.642,5008.7,0
58,housemaid,0,professional.course,0,1,0,cellular,apr,mon,284,1,6,1,1,-1.8,93.749,-34.6,0.642,5008.7,0
62,entrepreneur,1,basic.9y,0,1,0,cellular,apr,mon,366,2,10,1,1,-1.8,93.749,-34.6,0.642,5008.7,0
58,housemaid,0,professional.course,0,0,0,cellular,apr,mon,158,2,6,2,1,-1.8,93.749,-34.6,0.642,5008.7,0
33,admin.,0,university.degree,0,0,0,cellular,apr,mon,339,1,999,2,0,-1.8,93.749,-34.6,0.642,5008.7,0
48,admin.,1,professional.course,0,1,0,cellular,apr,mon,333,1,7,1,1,-1.8,93.749,-34.6,0.642,5008.7,1
42,housemaid,0,basic.4y,0,1,0,telephone,apr,mon,271,1,999,1,0,-1.8,93.749,-34.6,0.642,5008.7,0
58,housemaid,0,professional.course,0,0,0,cellular,apr,mon,147,1,6,1,1,-1.8,93.749,-34.6,0.642,5008.7,0
59,blue-collar,1,basic.4y,0,0,0,cellular,apr,mon,1397,3,999,1,0,-1.8,93.749,-34.6,0.642,5008.7,1
33,admin.,0,university.degree,0,1,0,cellular,apr,mon,143,2,999,1,0,-1.8,93.749,-34.6,0.642,5008.7,0
33,management,0,university.degree,0,0,0,cellular,apr,tue,113,3,999,1,0,-1.8,93.749,-34.6,0.644,5008.7,0
26,admin.,0,university.degree,0,1,1,cellular,apr,tue,295,4,6,2,1,-1.8,93.749,-34.6,0.644,5008.7,1
80,housemaid,1,basic.4y,0,1,1,cellular,apr,tue,232,1,12,1,1,-1.8,93.749,-34.6,0.644,5008.7,1
49,admin.,1,university.degree,0,1,1,cellular,apr,tue,218,2,999,3,0,-1.8,93.749,-34.6,0.644,5008.7,1
20,student,0,basic.4y,0,1,1,cellular,apr,tue,240,1,999,1,0,-1.8,93.749,-34.6,0.644,5008.7,1
20,student,0,basic.4y,0,1,1,cellular,apr,tue,278,4,6,1,1,-1.8,93.749,-34.6,0.644,5008.7,1
48,admin.,1,university.degree,0,1,0,cellular,apr,thu,220,2,999,1,0,-1.8,93.749,-34.6,0.644,5008.7,0
48,admin.,1,university.degree,0,0,0,telephone,apr,thu,185,1,6,2,1,-1.8,93.749,-34.6,0.644,5008.7,1
48,admin.,1,university.degree,0,1,1,cellular,apr,thu,200,1,6,2,1,-1.8,93.749,-34.6,0.644,5008.7,1
35,admin.,1,university.degree,0,1,0,cellular,apr,thu,330,1,10,1,1,-1.8,93.749,-34.6,0.644,5008.7,1
46,services,0,basic.4y,0,0,0,cellular,apr,thu,191,3,6,1,1,-1.8,93.749,-34.6,0.644,5008.7,0
58,admin.,1,professional.course,0,1,0,cellular,apr,thu,98,4,999,2,0,-1.8,93.749,-34.6,0.644,5008.7,0
22,services,0,high.school,0,0,0,cellular,apr,thu,699,2,999,1,0,-1.8,93.749,-34.6,0.644,5008.7,0
35,services,1,professional.course,0,1,0,cellular,apr,thu,218,2,6,1,1,-1.8,93.749,-34.6,0.644,5008.7,1
55,technician,1,professional.course,0,1,0,cellular,apr,fri,148,2,999,1,0,-1.8,93.749,-34.6,0.644,5008.7,0
54,admin.,1,high.school,0,0,0,cellular,apr,mon,220,1,12,1,1,-1.8,93.749,-34.6,0.643,5008.7,0
82,retired,0,basic.4y,0,0,0,cellular,apr,mon,529,1,6,2,1,-1.8,93.749,-34.6,0.643,5008.7,1
74,retired,0,basic.4y,0,0,1,cellular,apr,mon,184,2,14,2,0,-1.8,93.749,-34.6,0.643,5008.7,0
75,retired,0,high.school,0,0,0,telephone,apr,tue,162,1,6,2,1,-1.8,93.749,-34.6,0.642,5008.7,1
70,retired,1,basic.4y,0,1,0,telephone,apr,tue,268,2,999,1,0,-1.8,93.749,-34.6,0.642,5008.7,0
57,housemaid,1,basic.4y,0,1,0,telephone,apr,wed,595,3,999,1,0,-1.8,93.749,-34.6,0.642,5008.7,1
57,housemaid,1,basic.4y,0,0,0,cellular,apr,wed,224,2,6,1,1,-1.8,93.749,-34.6,0.642,5008.7,1
58,unemployed,1,basic.9y,0,1,0,cellular,apr,thu,229,1,6,1,1,-1.8,93.749,-34.6,0.644,5008.7,1
53,housemaid,1,university.degree,0,1,0,cellular,apr,thu,494,1,6,1,1,-1.8,93.749,-34.6,0.644,5008.7,1
59,retired,0,high.school,0,1,0,cellular,apr,thu,247,2,999,1,0,-1.8,93.749,-34.6,0.644,5008.7,0
80,retired,0,basic.4y,0,1,1,cellular,apr,thu,554,1,10,2,1,-1.8,93.749,-34.6,0.644,5008.7,1
32,admin.,0,university.degree,0,1,1,cellular,apr,fri,109,5,6,1,1,-1.8,93.749,-34.6,0.645,5008.7,0
47,admin.,1,high.school,0,1,0,cellular,apr,fri,296,1,999,1,0,-1.8,93.749,-34.6,0.645,5008.7,1
73,retired,0,professional.course,0,0,0,cellular,apr,fri,291,1,6,3,1,-1.8,93.749,-34.6,0.645,5008.7,1
26,student,0,high.school,0,1,1,cellular,apr,fri,888,1,6,2,1,-1.8,93.749,-34.6,0.645,5008.7,1
29,admin.,0,university.degree,0,1,0,cellular,apr,mon,378,3,12,1,1,-1.8,93.749,-34.6,0.645,5008.7,0
38,management,0,university.degree,0,1,0,cellular,apr,mon,182,2,6,1,1,-1.8,93.749,-34.6,0.645,5008.7,1
46,admin.,1,high.school,0,1,1,cellular,apr,mon,128,2,6,2,1,-1.8,93.749,-34.6,0.645,5008.7,0
29,technician,1,university.degree,0,1,0,cellular,apr,mon,192,1,999,1,0,-1.8,93.749,-34.6,0.645,5008.7,1
30,student,0,high.school,0,1,1,cellular,apr,mon,102,3,10,1,1,-1.8,93.749,-34.6,0.645,5008.7,0
20,student,0,high.school,0,0,0,cellular,apr,mon,1472,1,999,3,0,-1.8,93.749,-34.6,0.645,5008.7,1
46,admin.,1,high.school,0,1,0,cellular,apr,mon,166,5,999,4,0,-1.8,93.749,-34.6,0.645,5008.7,0
71,retired,1,basic.4y,0,0,0,cellular,apr,mon,328,2,4,1,1,-1.8,93.749,-34.6,0.645,5008.7,1
24,blue-collar,0,high.school,0,0,0,cellular,apr,mon,125,2,999,1,0,-1.8,93.749,-34.6,0.645,5008.7,0
29,technician,1,university.degree,0,0,0,cellular,apr,mon,135,3,999,1,0,-1.8,93.749,-34.6,0.645,5008.7,0
24,blue-collar,0,high.school,0,1,0,cellular,apr,mon,135,1,999,1,0,-1.8,93.749,-34.6,0.645,5008.7,0
27,student,0,university.degree,0,1,1,cellular,apr,tue,147,2,999,1,0,-1.8,93.749,-34.6,0.646,5008.7,0
39,management,1,university.degree,0,0,0,telephone,apr,tue,325,1,999,2,0,-1.8,93.749,-34.6,0.646,5008.7,1
24,student,0,basic.9y,0,1,0,cellular,apr,tue,252,1,999,1,0,-1.8,93.749,-34.6,0.646,5008.7,0
33,admin.,1,university.degree,0,1,0,cellular,apr,wed,623,1,6,1,1,-1.8,93.749,-34.6,0.654,5008.7,1
38,admin.,0,high.school,0,1,0,cellular,apr,thu,882,1,6,1,1,-1.8,93.749,-34.6,0.659,5008.7,1
37,technician,1,professional.course,0,0,0,cellular,apr,thu,277,1,18,1,1,-1.8,93.749,-34.6,0.659,5008.7,1
26,admin.,0,university.degree,0,1,0,cellular,apr,thu,115,2,999,1,0,-1.8,93.749,-34.6,0.659,5008.7,0
38,admin.,0,high.school,0,1,1,cellular,apr,thu,449,1,13,1,1,-1.8,93.749,-34.6,0.659,5008.7,1
34,technician,1,professional.course,0,1,0,cellular,apr,fri,211,2,6,2,1,-1.8,93.749,-34.6,0.663,5008.7,0
30,management,1,university.degree,0,1,0,cellular,apr,fri,242,4,999,1,0,-1.8,93.749,-34.6,0.663,5008.7,0
35,admin.,1,university.degree,0,0,1,cellular,apr,fri,262,3,999,1,0,-1.8,93.749,-34.6,0.663,5008.7,1
28,technician,0,university.degree,0,0,1,cellular,apr,fri,97,1,999,1,0,-1.8,93.749,-34.6,0.663,5008.7,0
31,student,0,university.degree,0,1,1,cellular,apr,fri,183,1,6,2,1,-1.8,93.749,-34.6,0.663,5008.7,1
37,admin.,1,university.degree,0,0,0,cellular,may,tue,106,1,999,2,0,-1.8,93.876,-40,0.668,5008.7,0
39,admin.,1,high.school,0,1,0,cellular,may,tue,552,1,3,2,1,-1.8,93.876,-40,0.668,5008.7,1
52,admin.,1,university.degree,0,0,0,cellular,may,tue,131,1,3,2,1,-1.8,93.876,-40,0.668,5008.7,0
29,admin.,0,university.degree,0,0,0,cellular,may,tue,85,1,999,2,0,-1.8,93.876,-40,0.668,5008.7,0
30,admin.,0,university.degree,0,0,0,cellular,may,tue,113,1,6,1,1,-1.8,93.876,-40,0.668,5008.7,0
30,blue-collar,0,professional.course,0,0,0,cellular,may,tue,165,1,999,1,0,-1.8,93.876,-40,0.668,5008.7,0
48,blue-collar,1,basic.9y,0,1,0,cellular,may,tue,268,1,3,3,1,-1.8,93.876,-40,0.668,5008.7,1
79,retired,1,basic.9y,0,0,0,cellular,may,tue,104,1,999,2,0,-1.8,93.876,-40,0.668,5008.7,0
43,technician,0,professional.course,0,0,0,cellular,may,tue,164,2,3,2,1,-1.8,93.876,-40,0.668,5008.7,1
24,student,0,high.school,0,1,0,cellular,may,tue,153,2,6,2,1,-1.8,93.876,-40,0.668,5008.7,1
52,technician,1,university.degree,0,0,1,telephone,may,tue,209,1,2,2,1,-1.8,93.876,-40,0.668,5008.7,1
